Clinic Name,URL,Street Address,Phone,Error
Springsure Multipurpose Health Service,https://www.cq.health.qld.gov.au/hospitals-and-health-centres/springsure-multipurpose-health-service,"21 Woodbine St
Springsure Qld 4722 | 21 Woodbine St
Springsure Qld 4722",07 4847 9200,
St George Hospital,https://www.southwest.health.qld.gov.au/hospitals-and-health-centres/st-george-hospital,"Victoria St
St George Qld 4487 | Victoria St
St George Qld 4487",07 4620 2222,
St Paul's Primary Health Care Centre (on Moa Island),https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/st-pauls-primary-health-care-centre,"Lot 33 Main St
St Paul's Village
Moa Island Qld 4875 | Lot 33 Main St
St Paul's Village
Moa Island Qld 4875",07 4069 4348,
Stanthorpe Hospital,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/stanthorpe-hospital,"8 McGregor Tce
Stanthorpe Qld 4380 | 8 McGregor Tce
Stanthorpe Qld 4380",07 4683 3400,
Sunshine Coast University Hospital,https://www.sunshinecoast.health.qld.gov.au/hospitals-and-health-centres/sunshine-coast-university-hospital,"6 Doherty St
Birtinya Qld 4575 | 6 Doherty St
Birtinya Qld 4575","07 5202 0000, 07 5202 0000, 07 5202 0000, 07 5493 3105, 07 5451 0022",
Surat Multipurpose Health Service,https://www.southwest.health.qld.gov.au/hospitals-and-health-centres/surat-multipurpose-health-service,"2 Ivan St
Surat Qld 4417 | 2 Ivan St
Surat Qld 4417",07 4626 5166,
Surgical Treatment and Rehabilitation Service (STARS),http://metronorth.health.qld.gov.au/stars,HERSTON QLD 4029,"000, (07) 3647 7111",
Tambo Primary Health Centre,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/tambo-primary-health-centre,"8 Garden St
Tambo Qld 4478 | 8 Garden St
Tambo Qld 4478",07 4621 7100,
Tara Hospital,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/tara-hospital,"15 Bilton St
Tara Qld 4421 | 15 Bilton St
Tara Qld 4421",07 4678 7900,
Taroom Hospital,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/taroom-hospital,"14 Miller St
Taroom Qld 4420 | 14 Miller St
Taroom Qld 4420",07 4628 9900,
Taroom Medical,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/taroom-medical,"2 Ford St
Taroom Qld 4420 | 2 Ford St
Taroom Qld 4420","07 4628 9942, 07 4628 9942.",
Texas Multipurpose Health Service,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/texas-multipurpose-health-service,"Mingoola Rd
Texas Qld 4385 | Mingoola Rd
Texas Qld 4385",07 4653 3200,
Thargomindah Community Clinic,https://www.southwest.health.qld.gov.au/hospitals-and-health-centres/thargomindah-community-clinic,"Dowling St
Thargomindah Qld 4492 | Dowling St
Thargomindah Qld 4492",07 4655 3361,
"The Park - Centre for Mental Health, Treatment, Research and Education",https://www.westmoreton.health.qld.gov.au/location/park-mental-health,th.qld.gov.au Hospital address Corner Ellerton Drive and Wolston Park Road Wacol QLD 4076 Australia Postal Address Locked Bag 500 Archerfield QLD 4108,"07 3271 8222, 3810 1111",
Theodore Multipurpose Health Service,https://www.cq.health.qld.gov.au/hospitals-and-health-centres/theodore-multipurpose-health-service,"The Boulevard
Theodore Qld 4719 | The Boulevard
Theodore Qld 4719",07 4990 3000,
Thursday Island Community Wellness Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/thursday-island-community-wellness-centre,"Thursday Island Hospital precinct
163 Douglas St
Thursday Island Qld 4875 | Thursday Island Hospital precinct
163 Douglas St
Thursday Island Qld 4875",07 4030 6112,
Thursday Island Hospital,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/thursday-island-hospital,"163 Douglas St
Thursday Island Qld 4875 | 163 Douglas St
Thursday Island Qld 4875",07 4069 0200,
Thursday Island Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/thursday-island-primary-health-care-centre,"74 Douglas St 
Thursday Island Qld 4875 | 74 Douglas St 
Thursday Island Qld 4875",07 4069 0400,
Toowoomba Health Service,https://www.health.qld.gov.au/services/darlingdowns/ddowns-toowoomba-hs,"Pechey St
Toowoomba Qld 4350 | Pechey St
Toowoomba Qld 4350","07 4616 6000, 07 4616 6688",
Toowoomba Hospital,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/toowoomba-hospital,"Pechey St
Toowoomba Qld 4350 | Pechey St
Toowoomba Qld 4350","07 4616 6000, 07 4616 6688",
Townsville University Hospital,https://www.townsville.health.qld.gov.au/facilities/townsville/townsville-university-hospital/,"411014 ∙ Choose area Search Results 100 Angus Smith Dr, Douglas QLD 4814",4433 1111,
Tugun Satellite Hospital (Banyahrmabah),https://www.goldcoast.health.qld.gov.au/hospitals-and-centres/tugun-satellite-hospital-banyahrmabah,"goldcoast.health.qld.gov.auHomeRefer Your PatientSite headerSite mapContact UsHelpSite navigationMenu Block : Main Navigation MenuPatients and visitorsComing to hospitalYour time in hospitalLeaving hospitalSupport servicesYour rights and responsibilitiesReferrals and bookingsAsk Me about Health LiteracyHospitals and centresGold Coast University HospitalRobina HospitalTugun Satellite HospitalVarsity Lakes Day HospitalRobina Health PrecinctSouthport Health PrecinctHelensvale Community Health CentrePalm Beach Community Health CentreResearchFor ResearchersClinical TrialsFor patients and familiesFor collaboratives and partnersFor sponsors and industryOur research profileContact UsResearch eventsResearch newsOur servicesA - Z ListingCare and SupportEmergency and TraumaMedical and SurgicalAboriginal & Torres Strait Islander serviceVideo ConsultationsChildren's ServicesImmunisationWomen's and MaternityMental HealthOral HealthPublic HealthSexual HealthGet involvedCompliments and complaintsParticipate in an online consultationCommunity and consumer engagementCreative Health HubVolunteeringGold Coast Hospital FoundationJoin our teamCareer opportunitiesRecruitmentEmployee benefitsLiving on the Gold CoastOur cultureAbout usStructureStrategy and plansBoardExecutive teamPerformancePublicationsNewsRight to informationPublic interest disclosureInitiativesHealth professionalsHealthPathwaysRefer Your PatientFor nurses and midwivesConference, Training and Event ServiceCOVID-19Menu Block : Hamburger MenuPatients and visitorsComing to hospitalYour outpatient appointmentWhat to bringPre-admission clinicStaying overnight (inpatients)Emergency departmentsMobility assistanceConcessional ParkingYour time in hospitalOur commitment to caring for youMealsMedicationsSafety, security and personal propertyTechnologyMedical records and confidentialityInfection controlSmokingLeaving hospitalPatient pick up and drop offDischargeSupport servicesAboriginal and Torres Strait Islander HealthInterpreter servicesTravel assistanceOrgan donationSpiritual careLost propertyCare after deathHealthier YouYour rights and responsibilities10 tips for safer healthcareAustralian Charter of Healthcare RightsRyan's RuleClinical handoverShared decision makingReferrals and bookingsEligibilityHow to get a referralPrivate health insuranceAsk Me about Health LiteracyHospitals and centresGold Coast University HospitalOverviewOur servicesParkingGetting hereGetting aroundVisiting hoursShops and cafesRobina HospitalOverviewOur servicesGetting hereParkingVisiting hoursTugun Satellite HospitalVarsity Lakes Day HospitalGetting hereParkingOur servicesRobina Health PrecinctGetting hereParkingSouthport Health PrecinctGetting hereParkingHelensvale Community Health CentreOur servicesPalm Beach Community Health CentreOur servicesResearchFor ResearchersOur GrantsApplying, accepting and managing grantsEthics and GovernanceBiostatistics ServiceLibrary ServiceForms and templatesClinical TrialsFor patients and familiesFor collaboratives and partnersFor sponsors and industryOur research profileContact UsResearch eventsResearch newsOur servicesA - Z ListingCare and SupportEmergency and TraumaMedical and SurgicalAboriginal & Torres Strait Islander serviceVideo ConsultationsFrequently Asked QuestionsChildren's ServicesServices ProvidedChild Development ServiceAbout the ServiceAbout our clinicsLocation and travel informationMeet Our TeamWhile you wait for your appointmentChecklistFor Children Under SixFor Children Over SixServices, Emergency Contacts and ResourcesEmergency Phone NumbersHow to find a private therapistResourcesUniversity Clinics Providing Services to FamiliesUseful programs to considerChild and Youth Mental HealthAbout Child and Youth Mental Health ServiceOur servicesReferrals and accessing careSupport for families and carersSupport in a crisis or emergencyChildren’s Hospital in the HomeCommunity Child HealthSpeak With Me!Getting StartedGeneral Strategies to Support Your Child’s Speech DevelopmentPracticing speech soundsp and b soundst and d soundsk and g soundsf and v soundss and z soundss clusterssh soundch and j soundsl soundr soundth soundAdditional Resources and Useful WebsitesTalk With Me!Early Language StrategiesGetting StartedFoundation SkillsGetting face to faceLetting your child leadCommunication TemptationsModelling LanguageDecreasing questionsEveryday RoutinesUsing language strategies in everyday routinesShared book readingSongsPlayUsing Visual HelpersUsing Visual HelpersUsing GesturesUsing Visual SchedulesFinal ReflectionChildren’s EmergencyImmunisationFree Community Immunisation ClinicsVaccine Price ListChildhood Immunisation ProgramSchool immunisation programsPregnancy immunisation programCatch-up immunisationInfluenzaMeningococcal DiseaseImmunisation recordsCOVID-19 VaccinationWomen's and MaternityCOVID-19 in PregnancyEndometriosis and Pelvic Pain Interdisciplinary Clinical Services (EPPICS)Total Laparoscopic HysterectomyFrequently Asked QuestionsRisks of Laparoscopic Hysterectomy SurgeryServices providedFeeding babies for women isolated and quarantinedPregnancy (antenatal) careGP shared careBirthing optionsPostnatal careFact sheets and resourcesFrequently asked questionsMental HealthMental Health ServicesSecure Mental Health Rehabilitation UnitOral HealthOral Health eligibilityAppointment informationLift the Lip ProgramKeep Your Smile ProgramPublic HealthCommunicable disease controlEnvironmental health hazardsPublic Health Research and TrainingEpidemiology and DataFood safety and standardsHealth promotionImmunisationMedicines, therapeutics and poisonsPublic health incident managementTobacco regulationWater quality and fluoridationBody Worn Cameras in use by Public Health Authorised OfficersSexual HealthSexual Health ServicesFact sheets and resourcesHIV Prophylaxis and TestingTelling Partners (Partner notification)Frequently Asked Questions (FAQs)Information for Health ProfessionalsResearch and Clinical TrialsGet involvedCompliments and complaintsParticipate in an online consultationCommunity and consumer engagementAlways Care Consumer NetworkConsumer Advisory Group (CAG)Creative Health HubArtbeatVolunteeringGold Coast Hospital FoundationJoin our teamCareer opportunitiesNursing and midwiferyEducation programsMedicalInternsAllied healthClinical SupportNon-Clinical SupportNon-Clinical Internship ProgramResearchExecutive Director Nursing and Midwifery and Patient ExperienceRecruitmentInternational RecruitmentTalent PoolsHow we recruitDiversity and inclusionEmployee benefitsLiving on the Gold CoastOur cultureAbout usStructureStrategy and plansBoardExecutive teamPerformanceOutpatient appointment waiting listsElective surgery waiting listsPublicationsAnnual ReportLocal Area Needs AssessmentOther ReportsNewsRight to informationPrivacyAccessing your medical recordPublication schemeAccessing informationRegister of gifts and benefitsCourt documents and subpoenasPublic interest disclosureInitiativesBuilding for the FutureCoomera HospitalTugun Satellite HospitalGold Coast Secure Mental Health Rehabilitation UnitAccelerated Infrastructure Delivery Program (AIDP)Gold Coast University Hospital Sub-Acute ExpansionRobina ED ExpansionMagnet Recognition®Health professionalsHealthPathwaysRefer Your PatientFor nurses and midwivesAdvanced practiceInnovationConference, Training and Event ServiceCOVID-19Tugun Satellite Hospital (Banyahrmabah)57 Boyd St(07) 5513 9300Menu Block : Left Sidebar MenuGold Coast University HospitalOverviewOur servicesParkingGetting hereGetting aroundVisiting hoursShops and cafesRobina HospitalOverviewOur servicesGetting hereParkingVisiting hoursTugun Satellite HospitalVarsity Lakes Day HospitalGetting hereParkingOur servicesRobina Health PrecinctGetting hereParkingSouthport Health PrecinctGetting hereParkingHelensvale Community Health CentreOur servicesPalm Beach Community Health CentreOur servicesBreadcrumbHomeHospitals and CentresTugun Satellite Hospital (Banyahrmabah)The Tugun Satellite Hospital (Banyahrmabah) supports the emergency departments at Gold Coast University Hospital (GCUH) and Robina by giving consumers the option to access urgent walk-in health care within their local community through a Minor Injury and Illness Clinic, seven days per week.Minor Injury and Illness ClinicThe Minor Injury and Illness Clinic can be accessed for walk-in, urgent care for illnesses and injuries not anticipated to be life-threatening in nature, such as simple fractures, simple infections, toothache, minor burns and eye issues.The Minor Injury and Illness Clinic will operate from 8am to 10pm, seven days a week.Please note children must strictly be at least 24 months of age to receive treatment.Kidney Dialysis ClinicThe Tugun Satellite Hospital Kidney Dialysis Clinic aims to meet the growing demand for kidney dialysis services in the region.Initially, the clinic will offer six treatment chairs, with the capacity to deliver 144 treatments to 48 patients weekly.The clinic is part of the Gold Coast Hospital and Health Service's (GCHHS) renal service network, providing support for patients who require dialysis but are unable to dialyse at home.Patients can access the service via GP referrals to Gold Coast Health’s Outpatient Booking and Referral Centre.It is open Monday to Saturday 7:00am to 3:00pm.Women, Newborn, and Children's ClinicTugun Satellite Hospital’s Women, Newborn, and Children's Clinic offers a comprehensive range of services, co-locating women's, children's, and family-focused healthcare in a welcoming environment.Women can access these services through General Practitioners (GPs).The Women, Newborn, and Children's Clinic can accommodate about 250 outpatient appointments per week. The Midwifery service includes Your Midwives Tugun, Midwifery group Practice, Midwifery Navigators and Waijungbah Jarjums.The Women, Newborn, and Children's Clinic at Tugun Satellite Hospital is open Monday to Friday 8:00am to 4:00pm.Day Medical UnitTugun’s Day Medical Unit provides specialised infusion services for a variety of non-chemotherapy infusions and procedures, such as pharmacological agents, intravenous immunoglobulin, monoclonal antibody and steroids.Patients with a range of conditions may be seen at the Tugun Day Medial Unit, for example, those with neurological conditions like multiple sclerosis, inflammatory bowel disease and rheumatological conditions, as well as maternity patients.The Gold Coast University Hospital (GCUH) Day Medical Unit and the Day Medical Unit at Tugun Satellite Hospital collectively offer 15 treatment chairs, operating Monday to Friday 7:30am to 5:00pm.Patients receiving infusion therapies at Gold Coast Health facilities can ask their treating team if the Tugun service is an option for them or contact Day Medical Unit directly.Pharmacy ServicesPharmacy Services at Tugun Satellite Hospital provides dispensing services to patients within the facility and to patients managed by Gold Coast University Hospital (GCUH) and Robina Hospital specialist outpatients. It is open Monday to Friday 9:00am to 5:00pm.Allied HealthAllied Health Outpatient services include Speech Pathology, Podiatry, Social Work, Psychology, Neuro Psychology and Physiotherapy.ParkingFree parking is available on-site.Getting thereA range of bus services operate along Boyd Street. The closest bus stop is located on Inland Dr which is a 400m walk to Tugun Satellite Hospital. Visit theTranslink websiteto plan your journey.No emergency department is located at this sitePatients should be aware that in life-threatening health care emergencies, they should always dial Triple Zero (000) or visit the nearest emergency department.Take a Virtual TourView videoLocation and MapAddress57 Boyd Street, Tugun, QLD, 4224(07) 5513 9300Cultural Co-Naming – BanyahrmabahThe Tugun Satellite Hospital has been co-named with an Aboriginal name in the Yugambeh language: “Banyahrmabah”, which when translated in English means “a place to be made healthy”.Hear “Banyarmabah” in languageYour browser does not support the audio element.Find out more about the co-namingView the language Cardslearn more aboutAboriginal and Torres Strait Islander health and wellbeingon the Gold CoastLast updated 04 Jul 2024 | goldcoast.health.qld.gov.auHomeRefer Your Patient | goldcoast.health.qld.gov.auHomeRefer Your Patient | goldcoast.health.qld.gov.au | goldcoast.health.qld.gov.au | Menu Block : Hamburger MenuPatients and visitorsComing to hospitalYour outpatient appointmentWhat to bringPre-admission clinicStaying overnight (inpatients)Emergency departmentsMobility assistanceConcessional ParkingYour time in hospitalOur commitment to caring for youMealsMedicationsSafety, security and personal propertyTechnologyMedical records and confidentialityInfection controlSmokingLeaving hospitalPatient pick up and drop offDischargeSupport servicesAboriginal and Torres Strait Islander HealthInterpreter servicesTravel assistanceOrgan donationSpiritual careLost propertyCare after deathHealthier YouYour rights and responsibilities10 tips for safer healthcareAustralian Charter of Healthcare RightsRyan's RuleClinical handoverShared decision makingReferrals and bookingsEligibilityHow to get a referralPrivate health insuranceAsk Me about Health LiteracyHospitals and centresGold Coast University HospitalOverviewOur servicesParkingGetting hereGetting aroundVisiting hoursShops and cafesRobina HospitalOverviewOur servicesGetting hereParkingVisiting hoursTugun Satellite HospitalVarsity Lakes Day HospitalGetting hereParkingOur servicesRobina Health PrecinctGetting hereParkingSouthport Health PrecinctGetting hereParkingHelensvale Community Health CentreOur servicesPalm Beach Community Health CentreOur servicesResearchFor ResearchersOur GrantsApplying, accepting and managing grantsEthics and GovernanceBiostatistics ServiceLibrary ServiceForms and templatesClinical TrialsFor patients and familiesFor collaboratives and partnersFor sponsors and industryOur research profileContact UsResearch eventsResearch newsOur servicesA - Z ListingCare and SupportEmergency and TraumaMedical and SurgicalAboriginal & Torres Strait Islander serviceVideo ConsultationsFrequently Asked QuestionsChildren's ServicesServices ProvidedChild Development ServiceAbout the ServiceAbout our clinicsLocation and travel informationMeet Our TeamWhile you wait for your appointmentChecklistFor Children Under SixFor Children Over SixServices, Emergency Contacts and ResourcesEmergency Phone NumbersHow to find a private therapistResourcesUniversity Clinics Providing Services to FamiliesUseful programs to considerChild and Youth Mental HealthAbout Child and Youth Mental Health ServiceOur servicesReferrals and accessing careSupport for families and carersSupport in a crisis or emergencyChildren’s Hospital in the HomeCommunity Child HealthSpeak With Me!Getting StartedGeneral Strategies to Support Your Child’s Speech DevelopmentPracticing speech soundsp and b soundst and d soundsk and g soundsf and v soundss and z soundss clusterssh soundch and j soundsl soundr soundth soundAdditional Resources and Useful WebsitesTalk With Me!Early Language StrategiesGetting StartedFoundation SkillsGetting face to faceLetting your child leadCommunication TemptationsModelling LanguageDecreasing questionsEveryday RoutinesUsing language strategies in everyday routinesShared book readingSongsPlayUsing Visual HelpersUsing Visual HelpersUsing GesturesUsing Visual SchedulesFinal ReflectionChildren’s EmergencyImmunisationFree Community Immunisation ClinicsVaccine Price ListChildhood Immunisation ProgramSchool immunisation programsPregnancy immunisation programCatch-up immunisationInfluenzaMeningococcal DiseaseImmunisation recordsCOVID-19 VaccinationWomen's and MaternityCOVID-19 in PregnancyEndometriosis and Pelvic Pain Interdisciplinary Clinical Services (EPPICS)Total Laparoscopic HysterectomyFrequently Asked QuestionsRisks of Laparoscopic Hysterectomy SurgeryServices providedFeeding babies for women isolated and quarantinedPregnancy (antenatal) careGP shared careBirthing optionsPostnatal careFact sheets and resourcesFrequently asked questionsMental HealthMental Health ServicesSecure Mental Health Rehabilitation UnitOral HealthOral Health eligibilityAppointment informationLift the Lip ProgramKeep Your Smile ProgramPublic HealthCommunicable disease controlEnvironmental health hazardsPublic Health Research and TrainingEpidemiology and DataFood safety and standardsHealth promotionImmunisationMedicines, therapeutics and poisonsPublic health incident managementTobacco regulationWater quality and fluoridationBody Worn Cameras in use by Public Health Authorised OfficersSexual HealthSexual Health ServicesFact sheets and resourcesHIV Prophylaxis and TestingTelling Partners (Partner notification)Frequently Asked Questions (FAQs)Information for Health ProfessionalsResearch and Clinical TrialsGet involvedCompliments and complaintsParticipate in an online consultationCommunity and consumer engagementAlways Care Consumer NetworkConsumer Advisory Group (CAG)Creative Health HubArtbeatVolunteeringGold Coast Hospital FoundationJoin our teamCareer opportunitiesNursing and midwiferyEducation programsMedicalInternsAllied healthClinical SupportNon-Clinical SupportNon-Clinical Internship ProgramResearchExecutive Director Nursing and Midwifery and Patient ExperienceRecruitmentInternational RecruitmentTalent PoolsHow we recruitDiversity and inclusionEmployee benefitsLiving on the Gold CoastOur cultureAbout usStructureStrategy and plansBoardExecutive teamPerformanceOutpatient appointment waiting listsElective surgery waiting listsPublicationsAnnual ReportLocal Area Needs AssessmentOther ReportsNewsRight to informationPrivacyAccessing your medical recordPublication schemeAccessing informationRegister of gifts and benefitsCourt documents and subpoenasPublic interest disclosureInitiativesBuilding for the FutureCoomera HospitalTugun Satellite HospitalGold Coast Secure Mental Health Rehabilitation UnitAccelerated Infrastructure Delivery Program (AIDP)Gold Coast University Hospital Sub-Acute ExpansionRobina ED ExpansionMagnet Recognition®Health professionalsHealthPathwaysRefer Your PatientFor nurses and midwivesAdvanced practiceInnovationConference, Training and Event ServiceCOVID-19Tugun Satellite Hospital (Banyahrmabah)57 Boyd St(07) 5513 9300 | Menu Block : Hamburger MenuPatients and visitorsComing to hospitalYour outpatient appointmentWhat to bringPre-admission clinicStaying overnight (inpatients)Emergency departmentsMobility assistanceConcessional ParkingYour time in hospitalOur commitment to caring for youMealsMedicationsSafety, security and personal propertyTechnologyMedical records and confidentialityInfection controlSmokingLeaving hospitalPatient pick up and drop offDischargeSupport servicesAboriginal and Torres Strait Islander HealthInterpreter servicesTravel assistanceOrgan donationSpiritual careLost propertyCare after deathHealthier YouYour rights and responsibilities10 tips for safer healthcareAustralian Charter of Healthcare RightsRyan's RuleClinical handoverShared decision makingReferrals and bookingsEligibilityHow to get a referralPrivate health insuranceAsk Me about Health LiteracyHospitals and centresGold Coast University HospitalOverviewOur servicesParkingGetting hereGetting aroundVisiting hoursShops and cafesRobina HospitalOverviewOur servicesGetting hereParkingVisiting hoursTugun Satellite HospitalVarsity Lakes Day HospitalGetting hereParkingOur servicesRobina Health PrecinctGetting hereParkingSouthport Health PrecinctGetting hereParkingHelensvale Community Health CentreOur servicesPalm Beach Community Health CentreOur servicesResearchFor ResearchersOur GrantsApplying, accepting and managing grantsEthics and GovernanceBiostatistics ServiceLibrary ServiceForms and templatesClinical TrialsFor patients and familiesFor collaboratives and partnersFor sponsors and industryOur research profileContact UsResearch eventsResearch newsOur servicesA - Z ListingCare and SupportEmergency and TraumaMedical and SurgicalAboriginal & Torres Strait Islander serviceVideo ConsultationsFrequently Asked QuestionsChildren's ServicesServices ProvidedChild Development ServiceAbout the ServiceAbout our clinicsLocation and travel informationMeet Our TeamWhile you wait for your appointmentChecklistFor Children Under SixFor Children Over SixServices, Emergency Contacts and ResourcesEmergency Phone NumbersHow to find a private therapistResourcesUniversity Clinics Providing Services to FamiliesUseful programs to considerChild and Youth Mental HealthAbout Child and Youth Mental Health ServiceOur servicesReferrals and accessing careSupport for families and carersSupport in a crisis or emergencyChildren’s Hospital in the HomeCommunity Child HealthSpeak With Me!Getting StartedGeneral Strategies to Support Your Child’s Speech DevelopmentPracticing speech soundsp and b soundst and d soundsk and g soundsf and v soundss and z soundss clusterssh soundch and j soundsl soundr soundth soundAdditional Resources and Useful WebsitesTalk With Me!Early Language StrategiesGetting StartedFoundation SkillsGetting face to faceLetting your child leadCommunication TemptationsModelling LanguageDecreasing questionsEveryday RoutinesUsing language strategies in everyday routinesShared book readingSongsPlayUsing Visual HelpersUsing Visual HelpersUsing GesturesUsing Visual SchedulesFinal ReflectionChildren’s EmergencyImmunisationFree Community Immunisation ClinicsVaccine Price ListChildhood Immunisation ProgramSchool immunisation programsPregnancy immunisation programCatch-up immunisationInfluenzaMeningococcal DiseaseImmunisation recordsCOVID-19 VaccinationWomen's and MaternityCOVID-19 in PregnancyEndometriosis and Pelvic Pain Interdisciplinary Clinical Services (EPPICS)Total Laparoscopic HysterectomyFrequently Asked QuestionsRisks of Laparoscopic Hysterectomy SurgeryServices providedFeeding babies for women isolated and quarantinedPregnancy (antenatal) careGP shared careBirthing optionsPostnatal careFact sheets and resourcesFrequently asked questionsMental HealthMental Health ServicesSecure Mental Health Rehabilitation UnitOral HealthOral Health eligibilityAppointment informationLift the Lip ProgramKeep Your Smile ProgramPublic HealthCommunicable disease controlEnvironmental health hazardsPublic Health Research and TrainingEpidemiology and DataFood safety and standardsHealth promotionImmunisationMedicines, therapeutics and poisonsPublic health incident managementTobacco regulationWater quality and fluoridationBody Worn Cameras in use by Public Health Authorised OfficersSexual HealthSexual Health ServicesFact sheets and resourcesHIV Prophylaxis and TestingTelling Partners (Partner notification)Frequently Asked Questions (FAQs)Information for Health ProfessionalsResearch and Clinical TrialsGet involvedCompliments and complaintsParticipate in an online consultationCommunity and consumer engagementAlways Care Consumer NetworkConsumer Advisory Group (CAG)Creative Health HubArtbeatVolunteeringGold Coast Hospital FoundationJoin our teamCareer opportunitiesNursing and midwiferyEducation programsMedicalInternsAllied healthClinical SupportNon-Clinical SupportNon-Clinical Internship ProgramResearchExecutive Director Nursing and Midwifery and Patient ExperienceRecruitmentInternational RecruitmentTalent PoolsHow we recruitDiversity and inclusionEmployee benefitsLiving on the Gold CoastOur cultureAbout usStructureStrategy and plansBoardExecutive teamPerformanceOutpatient appointment waiting listsElective surgery waiting listsPublicationsAnnual ReportLocal Area Needs AssessmentOther ReportsNewsRight to informationPrivacyAccessing your medical recordPublication schemeAccessing informationRegister of gifts and benefitsCourt documents and subpoenasPublic interest disclosureInitiativesBuilding for the FutureCoomera HospitalTugun Satellite HospitalGold Coast Secure Mental Health Rehabilitation UnitAccelerated Infrastructure Delivery Program (AIDP)Gold Coast University Hospital Sub-Acute ExpansionRobina ED ExpansionMagnet Recognition®Health professionalsHealthPathwaysRefer Your PatientFor nurses and midwivesAdvanced practiceInnovationConference, Training and Event ServiceCOVID-19Tugun Satellite Hospital (Banyahrmabah)57 Boyd St(07) 5513 9300 | Tugun Satellite Hospital (Banyahrmabah)57 Boyd St(07) 5513 9300 | Tugun Satellite Hospital (Banyahrmabah)57 Boyd St(07) 5513 9300 | Tugun Satellite Hospital (Banyahrmabah)57 Boyd St(07) 5513 9300 | Tugun Satellite Hospital (Banyahrmabah)57 Boyd St(07) 5513 9300 | 57 Boyd St | Take a Virtual TourView videoLocation and MapAddress57 Boyd Street, Tugun, QLD, 4224(07) 5513 9300Cultural Co-Naming – BanyahrmabahThe Tugun Satellite Hospital has been co-named with an Aboriginal name in the Yugambeh language: “Banyahrmabah”, which when translated in English means “a place to be made healthy”.Hear “Banyarmabah” in languageYour browser does not support the audio element.Find out more about the co-namingView the language Cardslearn more aboutAboriginal and Torres Strait Islander health and wellbeingon the Gold Coast | Take a Virtual TourView videoLocation and MapAddress57 Boyd Street, Tugun, QLD, 4224(07) 5513 9300Cultural Co-Naming – BanyahrmabahThe Tugun Satellite Hospital has been co-named with an Aboriginal name in the Yugambeh language: “Banyahrmabah”, which when translated in English means “a place to be made healthy”.Hear “Banyarmabah” in languageYour browser does not support the audio element.Find out more about the co-namingView the language Cardslearn more aboutAboriginal and Torres Strait Islander health and wellbeingon the Gold Coast | Location and MapAddress57 Boyd Street, Tugun, QLD, 4224(07) 5513 9300 | Address57 Boyd Street, Tugun, QLD, 4224(07) 5513 9300 | Address57 Boyd Street, Tugun, QLD, 4224(07) 5513 9300 | Address57 Boyd Street, Tugun, QLD, 4224(07) 5513 9300 | 57 Boyd Street, Tugun, QLD, 4224(07) 5513 9300",(07) 5513 9300,
Tully Hospital,https://cairns-hinterland.health.qld.gov.au/hospitals-and-health-centres/tully-hospital,"17 Bryant Street 
Tully QLD 4854 | 17 Bryant Street 
Tully QLD 4854",07 4068 4144,
Ugar (Stephen Island) Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/ugar-stephen-island-primary-health-care-centre,"Lot 10 Orankie St
Ugar / Stephen Island Qld 4875 | Lot 10 Orankie St
Ugar / Stephen Island Qld 4875",07 4069 4086,
Umagico Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/ngaachi-kuungka-umagico-primary-health-care-centre,"Cnr Charlie St and Woosup St
Umagico Qld 4876 | Cnr Charlie St and Woosup St
Umagico Qld 4876",07 4069 3306,
Urandangi Health Clinic,https://www.northwest.health.qld.gov.au/our-facilities/urandangi/,"https://www.wqphn.com.au › csp NWRH - Urandangi Urandangi Clinic. Hutton St, Urandangi QLD 4824","4743 2800, 4746 2300, 4746 2399",
